C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Adblue;Precio Amoniaco;Precio Biodiesel;Precio Bioetanol;Precio Biogas Natural Comprimido;Precio Biogas Natural Licuado;Precio Diésel Renovable;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E25;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 95 E85;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Gasolina Renovable;Precio Hidrogeno;Precio Metanol;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA
34240;CARRETERA CR VALDECAÑAS 8 KM. ;L-V: 09:00-19:00;41.94375;BALTANAS;-4,243333;D;Baltanás;;;;;;;;;;;;1.09;;;;;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;9785;5056;34;08
34240;CR C-619, 64;L-V: 07:00-22:00;41.940083;BALTANAS;-4,256528;I;Baltanás;;;;;;;;;;;1.675;;1.775;;;1.539;;;;1.699;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6376;5056;34;08
34820;AGUILAR-BARRUELO km 13,3;"L-V: 08:00-21:00; S-D: 09:00-14:30 y 16:30-21:00";42.894639;BARRUELO DE SANTULLAN;-4,287667;N;Barruelo de Santullán;;;;;;;;;;;1.649;1.219;;;;1.559;;;;;;;;PALENCIA;dm;LOS LINARES;P;0,0;0,0;4953;5059;34;08
34470;AVENIDA DEL CARMEN 25, 25;L-V: 08:30-14:30;42.636333;BUENAVISTA DE VALDAVIA;-4,613417;D;Buenavista de Valdavia;0.95;;;;;;;;;;1.738;;;;;1.588;;;;;;;;PALENCIA;dm;ESTACION DE SERVICIO TOMAS TRECEÑO;P;0,0;0,0;16096;5068;34;08
34120;AVENIDA MANUELA RIZO, S/N;L-D: 24H;42.331;CARRION DE LOS CONDES;-4,603222;D;Carrión de los Condes;0.735;;;;;;;;;;1.519;1.199;;;;1.429;;;;;;;;PALENCIA;dm;AN ENERGETICOS - CAR CARRION;P;0,0;0,0;13410;5075;34;08
34120;N-120A (LOGROÑO -VIGO) km 197,5;L-D: 08:00-22:00;42.341167;CARRION DE LOS CONDES;-4,616639;D;Carrión de los Condes;;;;;;;;;;;1.679;1.449;1.759;;;1.549;;;;1.689;;;;PALENCIA;dm;RÍO NUBIS;P;0,0;0,0;4740;5075;34;08
34246;CARRETERA P-140 KM. 5;L-V: 09:00-13:30 y 16:00-19:00;41.786306;CASTRILLO DE DON JUAN;-4,075917;D;Castrillo de Don Juan;;;;;;;;;;;;1.09;;;;;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;16212;5078;34;08
34840;CARRETERA C-627 (BURGOS-POTES) KM. 107,7;L-D: 07:00-23:00;42.862389;CERVERA DE PISUERGA;-4,499194;D;Cervera de Pisuerga;1.2;;;;;;;;;;1.688;;1.748;;;1.578;;;;1.678;;;;PALENCIA;dm;J.L.SARDINA S.L.;P;0,0;0,0;4742;5083;34;08
34218;CARRETERA CEVICO-HERMEDES, 1 KM. 1;L-D: 24H;41.848444;CEVICO DE LA TORRE;-4,402972;I;Cevico de la Torre;;;;;;;;;;;1.44;;;;;1.39;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;6394;5084;34;08
34210;CARRETERA N-620 KM. 88,9;L-D: 24H;41.911889;DUEÑAS;-4,512583;I;Dueñas;;;;;;;1.809;;;1.095;1.699;;;;;1.595;;;;1.745;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6295;5094;34;08
34210;AVENIDA AV VALORIA 1, ;L-V: 09:00-19:00;41.871861;DUEÑAS;-4,539417;I;Dueñas;;;;;;;;;;;;1.09;;;;;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;9794;5094;34;08
34210;AUTOVIA A-62 KM. 88,850;L-D: 07:00-23:00;41.913361;DUEÑAS;-4,510639;D;Dueñas;;;;;;;;;;;1.705;;1.745;;;1.585;;;;1.745;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6294;5094;34;08
34210;CR A-62, 98,9;L-D: 05:00-23:00;41.835389;DUEÑAS;-4,564028;D;Dueñas;;;;;;;1.815;;;;1.705;;;;;1.585;;;;1.745;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6202;5094;34;08
34889;CARRETERA CR C-615 KM. 83,1;L-D: 07:00-22:00;42.686139;FRESNO DEL RIO;-4,804833;I;Fresno del Río;;;;;;;;;;;1.665;;1.755;;;1.545;;;;1.705;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6371;5098;34;08
34440;AVENIDA INGENIERO RIVERA, 0;"L-S: 07:00-22:00; D: 08:00-22:00";42.264278;FROMISTA;-4,406917;D;Frómista;;;;;;;;;;;1.695;1.334;1.745;;;1.559;;;;;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6314;5099;34;08
34337;CARRETERA CRTA.MAZARIEGOS KM.8,2 KM. 8,2;L-S: 7:30-22:00;42.080417;FUENTES DE NAVA;-4,778028;D;Fuentes de Nava;;;;;;;;;;;1.729;1.3;;;;1.589;;;;;;;;PALENCIA;dm;S.E. SAN AGUSTIN S.L.;P;0,0;0,0;4909;5100;34;08
34192;CARRETERA C-615 PALENCIA-GUARDO KM. 2,400;"L-V: 06:30-22:30; S-D: 07:30-22:30";42.054389;GRIJOTA;-4,559556;D;Grijota;0.988;;;;;;;;;;1.719;;1.779;;;1.589;;;;1.759;;;;PALENCIA;dm;CEPSA;P;0,0;0,0;6203;5102;34;08
34880;CR C-615, 96,4;L-D: 07:00-22:00;42.798639;GUARDO;-4,848389;I;Guardo;;;;;;;;;;;1.659;;1.759;;;1.499;;;;1.679;;;;PALENCIA;dm;AVIA;P;0,0;0,0;6306;5103;34;08
34880;POLIGONO CAMPONDON, 71;"L-V: 09:00-20:00; S: 09:00-15:00";42.776194;GUARDO;-4,868444;N;Guardo;0.9;;;;;;;;;;1.549;;;;;1.425;;;;;;;;PALENCIA;dm;COBASGUAR ;P;0,0;0,0;11629;5103;34;08
34400;CARRETERA N- 611 KM. 80,6;"L-S: 07:00-22:00; D: 08:00-22:00";42.5875;HERRERA DE PISUERGA;-4,327778;I;Herrera de Pisuerga;;;;;;;;;;;1.709;;1.769;;;1.565;;;;1.725;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6319;5106;34;08
34220;CARRETERA N-620 KM. 76;"L-V: 07:00-22:00; S: 08:00-22:00; D: 09:00-22:00";41.986639;MAGAZ DE PISUERGA;-4,416639;I;Magaz de Pisuerga;;;;;;;;;;;1.685;;1.735;;;1.565;1.625;;;;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6346;5117;34;08
34460;CARRETERA SANTANDER KM. 58;"L-S: 07:30-22:00; D: 08:00-22:00";42.413694;OSORNO;-4,352722;D;Osorno la Mayor;;;;;;;;;;;1.699;;1.799;;;1.579;;;;1.689;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;6320;5133;34;08
34460;CARRETERA SANTANDER KM. 59;L-D: 06:00-22:00;42.417;OSORNO;-4,350750;I;Osorno la Mayor;0.809;;;;;;;;;;1.599;;;;;1.479;;;;;;;;PALENCIA;dm;PETROCORNER LOS CHOPOS;P;0,0;0,0;4752;5133;34;08
34460;CARRETERA CR ABIA 6 POLÍGONO 8 PARCELA 5246 0009015-16-1700UM89F LOS ARBEJALES KM. ;L-V: 09:00-19:00;42.413389;OSORNO;-4,360528;D;Osorno la Mayor;;;;;;;;;;;;1.09;;;;;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;9792;5133;34;08
34469;AUTOVIA A-67 KM. 51;L-D: 24H;42.362556;SANTILLANA DE CAMPOS;-4,386750;D;Osorno la Mayor;1.219;;;;;;;;;;1.669;;1.759;;;1.555;;;;1.695;;;;PALENCIA;OM;BP SANTILLANA DE CAMPOS;P;0,0;0,0;12290;5133;34;08
34001;AVENIDA CUBA, 27;"L-V: 06:00-00:00; S-D: 07:00-23:00";42.014056;PALENCIA;-4,520306;D;Palencia;;;;;;;;;;;1.469;;;;;1.379;;;;;;;;PALENCIA;dm;GASEXPRESS;P;0,0;0,0;14029;5134;34;08
34005;CARRETERA C-615 KM. 2,3;L-D: 07:00-23:00;42.027889;PALENCIA;-4,550361;D;Palencia;;;;;;;1.805;;;;1.705;;;;;1.575;1.635;;;1.735;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6312;5134;34;08
34005;CTRA. PALENCIA-ORENSE km 2,00;L-D: 24H;42.016167;PALENCIA;-4,545917;D;Palencia;;;;;;;;;;;1.689;;1.795;;;1.549;;;;;;;;PALENCIA;dm;SUANCES;P;0,0;0,0;9704;5134;34;08
34003;AVENIDA CUBA, 25;L-D: 07:00-23:00;42.013889;PALENCIA;-4,520778;D;Palencia;;;;;;;;;;;1.539;;1.589;;;1.449;;;;1.589;;;;PALENCIA;OM;GALP;P;0,0;0,0;6087;5134;34;08
34003;CALLE CRUZ ROJA, 9;L-D: 24H;42.020333;PALENCIA;-4,528639;D;Palencia;;;;;;;;;;;1.469;;;;;1.359;;;;;;;;PALENCIA;dm;PLENERGY;P;0,0;0,0;15819;5134;34;08
34003;AVENIDA CAMPOS GOTICOS, 6;L-D: 06:00-22:00;42.0135;PALENCIA;-4,525417;N;Palencia;;;;;;;1.799;;;1.105;1.689;;;;;1.579;1.639;;;1.739;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6296;5134;34;08
34003;CARRETERA N-611 KM. 10,9;L-D: 24H;42.020778;PALENCIA;-4,528389;D;Palencia;;;;;;;;;;;1.469;;1.489;;;1.359;;;;;;;;PALENCIA;OM;BALLENOIL;P;0,0;0,0;6161;5134;34;08
34003;CARRETERA CARRETERA DE SANTANDER KM. 12,3;L-D: 24H;42.0315;PALENCIA;-4,524167;D;Palencia;0.6;;;;;;;;;;1.449;;;;;1.359;;;;;;;;PALENCIA;dm;BEROIL;P;0,0;0,0;12126;5134;34;08
34004;CALLE EXTREMADURA, 1;L-D: 24H;42.006861;PALENCIA;-4,520417;D;Palencia;;;;;;;;;;;1.469;;1.489;;;1.359;;;;;;;;PALENCIA;OM;BALLENOIL;P;0,0;0,0;14895;5134;34;08
34004;CALLE ANDALUCIA ESQ. AVD. COMUNIDAD EUROPEA, S/N;L-D: 05:30-23:30;41.997306;PALENCIA;-4,509278;N;Palencia;;;;;;;;;;;1.699;;1.779;;;1.519;;;;1.619;;;;PALENCIA;OM;SHELL;P;0,0;0,0;11614;5134;34;08
34004;AVENIDA COMUNIDAD EUROPEA, 36;"L-V: 06:30-22:30; S-D: 07:30-22:30";42.007556;PALENCIA;-4,511250;D;Palencia;0.998;;;;;;;;;1.099;1.719;;1.779;;;1.589;;;;1.759;;;;PALENCIA;dm;CEPSA;P;0,0;0,0;14567;5134;34;08
34004;AVENIDA DE MADRID, 37;L-D: 24H;41.991611;PALENCIA;-4,518500;N;Palencia;;;;;;;;;;;1.599;;1.639;;;1.509;;;;1.629;;;;PALENCIA;dm;CARREFOUR;P;0,0;0,0;6079;5134;34;08
34004;CALLE GUIPUZCOA, 5;"L-V: 07:00-21:00; S: 08:00-15:00; D: 08:00-14:00";42.003556;PALENCIA;-4,515778;D;Palencia;;;;;;;;;;;1.679;;1.729;;;1.575;;;;;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6241;5134;34;08
34004;CALLE FRANCIA, 52;L-S: 07:00-21:30;42.002944;PALENCIA;-4,510333;I;Palencia;;;;;;;;;;;1.689;;1.745;;;1.575;;;;1.745;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;8254;5134;34;08
34004;C/LOS TORNEROS 61;"L-V: 06:30-22:15; S-D: 07:30-22:15";42.005722;PALENCIA;-4,507083;D;Palencia;;;;;;;;;;;1.497;;1.547;;;1.429;;;;1.565;;;;PALENCIA;dm;REPOSTAR;P;0,0;0,0;10131;5134;34;08
34004;AVENIDA MADRID, 2;L: 07:00-23:00;41.992639;PALENCIA;-4,519750;D;Palencia;;;;;;;;;;;1.689;;1.739;;;1.549;;;;1.629;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;6378;5134;34;08
34004;AVENIDA ANDALUCÍA, 180;L-D: 24H;41.990694;PALENCIA;-4,510972;N;Palencia;0.65;;;;;;;;;1.099;1.689;;1.769;;;1.539;;;;1.649;;;;PALENCIA;dm;AVIA;P;0,0;0,0;13067;5134;34;08
34300;CARRETERA CIRCUNVALACION, S/N KM. 18,1;"L-V: 07:00-20:00; S: 08:00-15:00";42.156778;PAREDES DE NAVA;-4,692333;D;Paredes de Nava;;;;;;;;;;;1.689;;1.789;;;1.555;;;;1.715;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6328;5137;34;08
34300;POLIGONO POLIGONO INDUSTRIAL NAVE 80, 80;L-D: 24H;42.147139;PAREDES DE NAVA;-4,681167;D;Paredes de Nava;0.6;;;;;;;;;;1.529;;;;;1.499;;;;;;;;PALENCIA;dm;BEROIL;P;0,0;0,0;14164;5137;34;08
34250;AUTOVIA A-62 KM. 56,5;L-D: 07:00-23:00;42.0765;QUINTANA DEL PUENTE;-4,210500;D;Quintana del Puente;0.799;;;;;;;;;;1.669;;;;;1.544;;;;;;;;PALENCIA;OM;GALP;P;0,0;0,0;6422;5154;34;08
34100;AVENIDA REYES CATOLICOS, 2;L-D: 06:30-22:30;42.518417;SALDAÑA;-4,736056;N;Saldaña;;;;;;;;;;;1.729;;1.799;;;1.599;;;;1.759;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;6292;5164;34;08
34100;CARRETERA P-235. SAHAGÚN - SALDAÑA. PARC. 93 Y 94, POL.101 KM. 0;L-D: 07:00-23:00;42.513028;SALDAÑA;-4,740361;I;Saldaña;0.947;;;;;;;;;;1.669;;1.769;;;1.549;;;;1.649;;;;PALENCIA;dm;MOEVE;P;0,0;0,0;15071;5164;34;08
34885;CARRETERA CL626 KM. 18,400;L: 07:00-21:00;42.803056;SANTIBAÑEZ DE LA PEÑA;-4,737694;I;Santibáñez de la Peña;;;;;;;;;;;1.699;;1.809;;;1.559;;;;1.739;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;7759;5175;34;08
34128;CARRETERA C-615 KM. 47,50;L-D: 06:00-22:00;42.422417;SERNA (LA);-4,679639;I;Serna (La);;;;;;;;;;;1.719;;1.799;;;1.599;;;;1.759;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;6256;5177;34;08
34230;CR A-62, 62,5;L-D: 08:00-18:00;42.046889;TORQUEMADA;-4,256639;D;Torquemada;;;;;;;;;;;1.665;;1.765;;;1.539;;;;1.699;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6182;5184;34;08
34230;AUTOVIA A 62 KM. 69;L-S: 07:30-22:00;42.016806;TORQUEMADA;-4,346278;D;Torquemada;;;;;;;;;;;1.675;;1.725;;;1.545;;;;1.705;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6183;5184;34;08
34230;AUTOVIA 62 KM. 64,300;L-D: 07:00-23:00;42.037306;TORQUEMADA;-4,279750;N;Torquemada;0.95;;;;;;;;;;1.685;;1.785;;;1.549;1.709;;;;;;;PALENCIA;dm;CEPSA;P;0,0;0,0;11865;5184;34;08
34230;CAMINO CM VALDESALCE 18 POLÍGONO 502 PARCELA 5014 LAS CRUCES., ;L-V: 09:00-19:00;42.04075;TORQUEMADA;-4,318528;N;Torquemada;;;;;;;;;;;;1.09;;;;;;;;;;;;PALENCIA;dm;AGROPAL;P;0,0;0,0;9778;5184;34;08
34230;CARRETERA N-620 KM. 61;L-D: 24H;42.051056;TORQUEMADA;-4,252417;D;Torquemada;;;;;;;;;;;1.689;;;;;1.549;;;;;;;;PALENCIA;dm;LAS LAGUNAS;P;0,0;0,0;6191;5184;34;08
34200;CARRETERA BURGOS KM. 19;L-D: 06:00-22:00;41.926722;VENTA DE BAÑOS;-4,489750;D;Venta de Baños;;;;;;;;;;;1.699;;1.749;;;1.575;;;;1.735;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;6390;5194;34;08
34340;CR. VILLALON , S/N km 11;"L-V: 09:00-14:00 y 15:30-19:00; S: 09:00-13:00";42.243833;VILLADA;-4,966333;D;Villada;;;;;;;;;;;1.53;;;;;;;;;;;;;PALENCIA;dm;SOCOTEM S.COOP.LTDA.;P;0,0;0,0;9243;5200;34;08
34479;AUTOVIA A-231.BURGOS-LEON KM. 99;L-D: 24H;42.391861;VILLAHERREROS;-4,474139;D;Villaherreros;1.219;;;;;;;;;;1.679;;1.769;;;1.535;;;;1.675;;;;PALENCIA;OM;BP VILLAHERREROS;P;0,0;0,0;11588;5203;34;08
34190;CARRETERA P-900 KM. 5;L-D: 08:00-21:00;41.957222;VILLAMURIEL DE CERRATO;-4,519444;I;Villamuriel de Cerrato;;;;;;;;;;;1.689;;1.739;;;1.549;;;;;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;6408;5215;34;08
34190;AUTOVIA A610 KM. 5,5;L-D: 07:00-23:00;41.973028;VILLAMURIEL DE CERRATO;-4,470222;D;Villamuriel de Cerrato;;;;;;;;;;;1.669;;1.769;;;1.549;;;;1.649;;;;PALENCIA;OM;CEPSA;P;0,0;0,0;15658;5215;34;08
34190;POLIGONO INDUSTRIAL, 88;L-D: 24H;41.939056;VILLAMURIEL DE CERRATO;-4,500500;N;Villamuriel de Cerrato;1.105;;;;;;;;;;1.666;;;;;;;;;;;;;PALENCIA;dm;IDS;P;0,0;0,0;872;5215;34;08
34340;P-942 km 1,2;L-D: 24H;42.0475;VILLARRAMIEL;-4,901917;I;Villarramiel;0.979;;;;;;;;;;1.669;;1.729;;;1.539;;;;;;;;PALENCIA;dm;E.S SHELL VILLARRAMIEL;P;0,0;0,0;9426;5221;34;08
34140;CARRETERA N 610 KM. 32;"L-V: 07:30-22:00; S: 07:30-15:00; D: 14:00-22:00";42.046278;VILLARRAMIEL;-4,899750;D;Villarramiel;;;;;;;;;;;1.719;;1.779;;;1.589;;;;1.759;;;;PALENCIA;dm;REPSOL;P;0,0;0,0;7758;5221;34;08
34257;A-62 km 41,6;L-D: 07:00-23:00;42.159083;VILLODRIGO;-4,079667;D;Villodrigo;;;;;;;;;;;1.669;;1.769;;;1.549;;;;1.649;;;;PALENCIA;OM;CEPSA;P;0,0;0,0;7753;5229;34;08
34257;CARRETERA N-620A KM. 42,9;L-D: 06:00-22:00;42.151111;VILLODRIGO;-4,086528;I;Villodrigo;;;;;;;;;;;1.669;1.346;1.769;;;1.549;1.623;;;;;;;PALENCIA;OM;CEPSA;P;0,0;0,0;7751;5229;34;08
34131;CR C-615, 28,2;L: 06:00-22:00;42.240861;VILLOLDO;-4,604917;D;Villoldo;;;;;;;;;;;1.665;;1.765;;;1.539;;;;1.699;;;;PALENCIA;OM;REPSOL;P;0,0;0,0;7761;5230;34;08
37800;CALLE JUAN PABLO II, 20;L-D: 07:00-23:00;40.822417;ALBA DE TORMES;-5,515056;I;Alba de Tormes;;;;;;;;;;;1.689;;1.749;;;1.539;;;;;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;6307;5336;37;08
37624;CTRA SALAMANCA - LA ALBERCA (CARRETERA km 75,2);L-D: 07:00-22:00;40.51075;ALBERCA (LA);-6,124639;D;Alberca (La);1.59;;;;;;;;;;1.699;;1.769;;;1.599;;;;1.749;;;;SALAMANCA;dm;SANTIAGO HERNANDEZ;P;0,0;0,0;10025;5338;37;08
37350;CARRETERA AVDA SALAMANCA 52-56 KM. 9,800;L-D: 07:00-22:00;40.981639;ALDEALENGUA;-5,544194;D;Aldealengua;;;;;;;;;;;1.609;;1.699;;;1.439;;;;;;;;SALAMANCA;dm;SIS CARBURANTES;P;0,0;0,0;11439;5344;37;08
37429;AUTOVIA A62 KM. 214;L-D: 07:00-23:00;41.138028;ALDEANUEVA DE FIGUEROA;-5,488667;D;Aldeanueva de Figueroa;;;;;;;1.755;;;;1.645;;;;;1.549;;;;;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;6410;5345;37;08
37187;CALLE ANTONIO GAUDI, 1;L-D: 24H;40.942056;ALDEATEJADA;-5,680500;D;Aldeatejada;1.219;;;;;;;;;;1.659;;1.749;;;1.575;;;;1.715;;;;SALAMANCA;OM;BP SALAMANCA;P;0,0;0,0;13379;5351;37;08
37460;AUTOVIA A62 KM. 275;L-D: 24H;40.846833;ALDEHUELA DE LA BOVEDA;-6,050028;I;Aldehuela de la Bóveda;0.799;;;;;;;;;;1.669;;1.764;;;1.564;;;;;;;;SALAMANCA;OM;GALP;P;0,0;0,0;11255;5353;37;08
37460;A-62 km 275;L-D: 07:30-23:00;40.849972;ALDEHUELA DE LA BOVEDA;-6,050750;D;Aldehuela de la Bóveda;;;;;;;;;;;1.59;;;;;1.51;;;;;;;;SALAMANCA;dm;BERNAL;P;0,0;0,0;8047;5353;37;08
37796;AUTOVIA A-66 KM. 348;L-D: 24H;40.894278;ARAPILES;-5,655750;I;Arapiles;;;;;;;1.779;;;;1.669;;;;;1.535;;;;1.695;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;11418;5360;37;08
37796;CARRETERA SA-CV-70 KM. 1,650;L-D: 07:00-23:00;40.895833;ARAPILES;-5,662417;D;Arapiles;;;;;;;;;;1.089;1.669;;1.769;;;1.535;;;;1.695;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;12672;5360;37;08
37796;CARRETERA N-630 KM. 347;L-V: 08:00-13:00;40.907306;TORRES (LAS);-5,664583;I;Arapiles;;;;;;;;;;;1.679;;;;;1.559;;;;1.719;;;;SALAMANCA;dm;LAS TORRES;P;0,0;0,0;4957;5360;37;08
37700;CL CRTA DE SALAMANCA, 3;L-D: 24H;40.384167;BEJAR;-5,762306;D;Béjar;;;;;;;1.779;;;;1.669;1.28;;;;1.589;;;;1.739;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;6208;5372;37;08
37700;CARRETERA DE LA ESTACION KM. 87;L-D: 24H;40.383944;BEJAR;-5,777194;D;Béjar;;;;;;;;;;;1.569;;1.679;;;1.479;;;;;;;;SALAMANCA;dm;BEJAROIL;P;0,0;0,0;15861;5372;37;08
37700;CARRETERA N-630 KM. 412;L-D: 07:00-23:00;40.389556;BEJAR;-5,750722;D;Béjar;;;;;;;1.779;;;;1.669;;;;;1.579;;;;1.739;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;6367;5372;37;08
37789;CARRETERA N 630 KM. 359,2;L-D: 06:00-22:00;40.806417;CUATRO CALZADAS;-5,632056;I;Buenavista;;;;;;;;;;;1.689;;;;;1.559;;;;;;;;SALAMANCA;dm;GALP;P;0,0;0,0;6160;5384;37;08
37193;CARRETERA DE ALDEALENGUA SA-804 KM. 0,500;"L-S: 07:00-22:00; D: 08:00-22:00";40.972556;CABRERIZOS;-5,619194;D;Cabrerizos;;;;;;;;;;;1.669;;1.729;;;1.599;;;;;;;;SALAMANCA;dm;E.S. CABRERIZOS;P;0,0;0,0;10071;5389;37;08
37181;CARRETERA N-501 KM. 84;"L-V: 07:00-22:00; S-D: 08:00-22:00";40.946028;CALVARRASA DE ABAJO;-5,555139;I;Calvarrasa de Abajo;0.97;;;;;;;;;;1.679;;1.779;;;1.579;;;;1.749;;;;SALAMANCA;dm;REPSOL;P;0,0;0,0;6397;5391;37;08
37191;*EL TREBOL* CR.ALBA DE TORMES-PIEDRAHITA  KM 5.200 km 8,7;"L-S: 07:00-22:00; D: 08:00-22:00";40.894167;CALVARRASA DE ARRIBA;-5,586750;D;Calvarrasa de Arriba;;;;;;;;;;;1.608;1.307;1.658;;;1.508;;;;1.616;;;;SALAMANCA;dm;EL TREBOL;P;0,0;0,0;4741;5392;37;08
37797;CARRETERA NACIONAL 630 KM. 326;L-D: 07:30-20:30;41.08575;CALZADA DE VALDUNCIEL;-5,697028;D;Calzada de Valdunciel;;;;;;;;;;;1.679;1.449;1.759;;;1.579;;;;;;;;SALAMANCA;dm;REPSOL;P;0,0;0,0;6209;5395;37;08
37405;SA-804 km 26;"L-V: 08:00-20:00; S: 09:00-13:00";41.047534;CANTALPINO;-5,352872;I;Cantalpino;;;;;;;;;;;1.529;1.129;;;;;;;;;;;;SALAMANCA;dm;ARANPINO;P;0,0;0,0;11321;5402;37;08
37188;CALLE VERTICAL TERCERA, 4 - 6 POL. IND. EL MONTALVO III, 4;L-D: 24H;40.93725;CARBAJOSA DE LA SAGRADA;-5,654611;D;Carbajosa de la Sagrada;;;;;;;;1.563;1.361;;;;;;;;;;;;;;;SALAMANCA;dm;NATURGY ES SALAMANCA-BECONSA ;P;0,0;0,0;14631;5404;37;08
37188;CALLE SALAMANCA, 44;L-D: 24H;40.940278;CARBAJOSA DE LA SAGRADA;-5,654556;D;Carbajosa de la Sagrada;;;;;;;;;;;1.487;;;;;1.337;;;;;;;;SALAMANCA;dm;PLENERGY;P;0,0;0,0;16100;5404;37;08
37188;CALLE PRIMERA, S/N;L-D: 24H;40.942056;CARBAJOSA DE LA SAGRADA;-5,652056;D;Carbajosa de la Sagrada;;;;;;;;;;;1.489;;;;;1.339;;;;;;;;SALAMANCA;dm;GMOIL;P;0,0;0,0;13300;5404;37;08
37188;AVENIDA CARBAJOSA, 10;L-D: 06:00-23:00;40.947361;CARBAJOSA DE LA SAGRADA;-5,656833;N;Carbajosa de la Sagrada;;;;;;;;;;;1.659;;1.756;;;1.549;1.623;;;;;;;SALAMANCA;OM;MOEVE;P;0,0;0,0;6424;5404;37;08
37188;CALLE NEWTON, 13;L-D: 24H;40.943306;CARBAJOSA DE LA SAGRADA;-5,655139;D;Carbajosa de la Sagrada;;;;;;;;;;;1.487;;1.507;;;1.337;;;;;;;;SALAMANCA;OM;BALLENOIL;P;0,0;0,0;14803;5404;37;08
37188;AVENIDA DE CARBAJOSA LA SAGRADA, 13;L-D: 24H;40.945528;CARBAJOSA DE LA SAGRADA;-5,656194;I;Carbajosa de la Sagrada;;;;;;;;;;;1.487;;;;;1.337;;;;;;;;SALAMANCA;dm;PETROPRIX;P;0,0;0,0;14823;5404;37;08
37188;CALLE VERTICAL V, 20;L-D: 24H;40.938306;CARBAJOSA DE LA SAGRADA;-5,656889;D;Carbajosa de la Sagrada;;;;;;;;;;;1.489;;;;;1.339;;;;;;;;SALAMANCA;dm;EURONOR ENERGY ;P;0,0;0,0;14373;5404;37;08
37188;CALLE SEGUNDA, 9;L-D: 24H;40.939694;CARBAJOSA DE LA SAGRADA;-5,655556;I;Carbajosa de la Sagrada;;;;;;;1.785;;;1.095;1.675;;;;;1.555;;;;1.695;;;;SALAMANCA;OM;REPSOL;P;0,0;0,0;11580;5404;37;08
37900;AVDA. E. LECLERC,   Nº2 (C.C. E.LECLERC);L-D: 24H;40.946306;CARBAJOSA DE LA SAGRADA;-5,642222;N;Carbajosa de la Sagrada;;;;;;;;;;;1.488;;1.598;;;1.338;;;;1.568;;;;SALAMANCA;dm;E.LECLERC;P;0,0;0,0;5512;5404;37;08
37439;CARRETERA SALAMANCA-VALLADOLID KM. 9;L-D: 07:00-23:00;41.019806;CASTELLANOS DE MORISCOS;-5,593972;D;Castellanos de Moriscos;;;;;;;;;;;1.685;;1.776;;;1.573;;;;;;;;SALAMANCA;dm;CEPSA;P;0,0;0,0;6415;5411;37;08
37500;AVENIDA PORTUGAL, 47;L-D: 06:30-23:30;40.601389;CIUDAD RODRIGO;-6,534917;I;Ciudad Rodrigo;;;;;;;;;;;1.675;1.284;1.725;;;1.545;;;;1.705;;;;SALAMANCA;OM;CAMPSA;P;0,0;0,0;6303;5424;37;08
