C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Adblue;Precio Amoniaco;Precio Biodiesel;Precio Bioetanol;Precio Biogas Natural Comprimido;Precio Biogas Natural Licuado;Precio Diésel Renovable;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E25;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 95 E85;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Gasolina Renovable;Precio Hidrogeno;Precio Metanol;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA
05296;AUTOVIA DEL NOROESTE KM. 111;L-D: 24H;40.955639;ADANERO;-4,614111;D;Adanero;;;;;;;;;;;1.719;;1.786;;;1.579;1.668;;;;;;;ÁVILA;OM;CEPSA;P;0,0;0,0;4981;382;05;08
05296;AUTOVIA NOROESTE KM. 111;L-D: 24H;40.955111;ADANERO;-4,614556;I;Adanero;;;;;;;;;;;1.719;;1.786;;;1.579;1.668;;;1.679;;;;ÁVILA;OM;CEPSA;P;0,0;0,0;4982;382;05;08
05430;CARRETERA IGLESUELA (LA) KM. 9;L-D: 07:30-22:00;40.301472;ADRADA (LA);-4,639861;N;Adrada (La);;;;;;;;;;;1.699;;;;;1.609;;;;1.667;;;;ÁVILA;dm;LA ADRADA;P;0,0;0,0;5011;383;05;08
05430;AVENIDA DE MADRID, 60;L-D: 07:00-22:00;40.30375;ADRADA (LA);-4,641667;D;Adrada (La);1.265;;;;;;;;;;1.717;1.495;1.785;;;1.627;;;;1.667;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;5060;383;05;08
05400;AVDA. DE LA CONSTITUCION, 54;L-D: 07:00-23:00;40.209;ARENAS DE SAN PEDRO;-5,079611;I;Arenas de San Pedro;;;;;;;;;;;1.579;;1.769;;;1.489;;;;1.659;;;;ÁVILA;dm;FERNANDEZ BERMEJO;P;0,0;0,0;4939;390;05;08
05400;CALLE CANDELEDA, 25;L-D: 24H;40.207083;ARENAS DE SAN PEDRO;-5,095917;I;Arenas de San Pedro;;;;;;;;;;;1.529;;;;;1.449;;;;;;;;ÁVILA;dm;PETROSTAR ENERGÍA;P;0,0;0,0;15239;390;05;08
05418;CARRETERA AVILA-CORDOBA KM. 77;L-D: 07:00-22:30;40.182917;RAMACASTAÑAS;-5,044083;I;Arenas de San Pedro;;;;;;;;;;;1.579;1.44;1.769;;;1.489;;;;1.659;;;;ÁVILA;dm;FERNANDEZ BERMEJO;P;0,0;0,0;4935;390;05;08
05200;POLG.IND. TIERRA AREVALO, F-10 (A-VI km 129);L-D: 24H;41.078083;AREVALO;-4,733556;I;Arévalo;0.729;;;;;;;;;;1.539;;1.589;;;1.489;;;;;;;;ÁVILA;dm;VALCARCE;P;0,0;0,0;9956;392;05;08
05200;CR N-6 123   A;"L-V: 07:00-23:00; S: 07:00-15:00";41.04375;AREVALO;-4,698639;D;Arévalo;;;;;;;1.809;;;;1.699;;;;;1.539;;;;1.699;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;5978;392;05;08
05200;PLAZA FRAY JUAN GIL, 2, ;L-S: 08:00-22:00;41.059611;AREVALO;-4,720528;D;Arévalo;;;;;;;;;;;1.709;;;;;1.549;;;;;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;6048;392;05;08
05100;CALLE FUENTE EL SAUZ, 1;L-D: 24H;41.067944;AREVALO;-4,728611;D;Arévalo;0.6;;;;;;;;;;1.529;1.099;;;;1.499;;;;;;;;ÁVILA;dm;BEROIL;P;0,0;0,0;15660;392;05;08
05001;AVENIDA MADRID, 4;"L-J: 07:00-23:00; V: 07:00-01:00; S: 05:00-01:00; D: 05:00-23:00";40.657889;AVILA;-4,692167;N;Ávila;;;;;;;1.789;;;;1.679;;;;;1.575;;;;1.685;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;5072;395;05;08
05001;CALLE HORNOS CALEROS, S/N;L-D: 24H;40.649389;AVILA;-4,672806;D;Ávila;;;;;;;;;;;1.559;;1.579;;;1.459;;;;;;;;ÁVILA;OM;BALLENOIL;P;0,0;0,0;14892;395;05;08
05001;AVENIDA MADRID, 68;L-D: 06:00-22:00;40.659639;AVILA;-4,702083;N;Ávila;;;;;;;;;;;1.619;;1.669;;;1.519;;;;1.659;;;;ÁVILA;OM;GALP;P;0,0;0,0;5053;395;05;08
05002;CARRETERA SALAMANCA KM. 23;L-D: 07:00-23:00;40.661972;AVILA;-4,711639;N;Ávila;0.9;;;;;;;;;;1.689;;1.779;;;1.565;;;;1.705;;;;ÁVILA;dm;BP CUATRO POSTES ;P;0,0;0,0;5974;395;05;08
05002;CALLE LOS MACEROS, SN;L-D: 24H;40.643167;AVILA;-4,698028;N;Ávila;;;;;;;;;;;1.539;;1.56;;;1.449;;;;1.592;;;;ÁVILA;dm;ALCAMPO;P;0,0;0,0;11809;395;05;08
05002;CARRETERA BURGOHONDO KM. 1;L-D: 07:00-23:00;40.649111;AVILA;-4,703917;I;Ávila;;;;;;;;;;;1.699;1.451;1.776;;;1.599;1.664;;;;;;;ÁVILA;OM;MOEVE;P;0,0;0,0;4985;395;05;08
05002;CARRETERA N-403 ESQUINA C/DOCTOR CONSTANTINO BENITO KM. SN;L-D: 06:00-22:00;40.641167;AVILA;-4,696222;D;Ávila;;;;;;;;;;;1.549;;;;;1.459;;;;;;;;ÁVILA;OM;SHELL;P;0,0;0,0;13011;395;05;08
05003;CALLE HORNOS CALEROS, S/N;L-D: 07:00-23:00;40.648472;AVILA;-4,671528;D;Ávila;1.049;;;;;;;;;1.099;1.709;;1.769;;;1.609;;;;1.729;;;;ÁVILA;dm;CAMPSA;P;0,0;0,0;5996;395;05;08
05004;CALLE RIO PISUERGA, 21;L-D: 24H;40.668389;AVILA;-4,684944;N;Ávila;0.829;;;;;;;;;;1.589;;1.649;;;1.489;;;;;;;;ÁVILA;dm;DST;P;0,0;0,0;14222;395;05;08
05004;PG POLIG. INDUST. HERVENCIAS II, S.;L: 07:00-23:00;40.667472;AVILA;-4,685583;D;Ávila;;;;;;;;;;;1.679;;1.749;;;1.589;;;;;;;;ÁVILA;dm;BP - AVILA;P;0,0;0,0;5062;395;05;08
05004;AVENIDA JUAN CARLOS I, 19;L-D: 07:00-23:00;40.662028;AVILA;-4,674306;D;Ávila;0.79;;;;;;;;;;1.709;;1.769;;;1.599;;;;1.699;;;;ÁVILA;dm;MOEVE;P;0,0;0,0;4986;395;05;08
05004;AVENIDA JUAN CARLOS I, 4;L-D: 07:00-23:00;40.661806;AVILA;-4,673333;I;Ávila;;;;;;;;;;;1.709;;1.769;;;1.599;1.659;;;;;;;ÁVILA;dm;MOEVE;P;0,0;0,0;6065;395;05;08
05004;AVENIDA PATRIMONIO DE LA HUMANIDAD, 4, 4;L-D: 24H;40.669944;AVILA;-4,660167;N;Ávila;;;;;;;;;;;1.679;;1.719;;;1.579;;;;;;;;ÁVILA;dm;CARREFOUR;P;0,0;0,0;12635;395;05;08
05004;CALLE JORGE DE SANTAYANA, 2;L-D: 24H;40.661083;AVILA;-4,679194;D;Ávila;;;;;;;;;;;1.559;;;;;1.459;;;;;;;;ÁVILA;dm;PLENERGY;P;0,0;0,0;14894;395;05;08
05004;CALLE RIO AREVALILLO, 23;L-D: 24H;40.667694;AVILA;-4,685528;I;Ávila;;;;;;;;;;;1.549;;;;;1.449;;;;;;;;ÁVILA;dm;PETROPRIX;P;0,0;0,0;14065;395;05;08
05004;CALLE RIO DUERO, 11;L-D: 24H;40.664167;AVILA;-4,679472;N;Ávila;0.829;;;;;;;;;1.039;1.585;;;;;1.485;;;;;;;;ÁVILA;dm;REPOSTAR;P;0,0;0,0;12803;395;05;08
05004;AVENIDA JUAN CARLOS I, S/N;L: 07:00-23:00;40.667694;AVILA;-4,660111;I;Ávila;0.959;;;;;;1.799;;;;1.709;;;;;1.609;;;;1.719;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;6060;395;05;08
05004;AVENIDA JUAN CARLOS I, 17;L-D: 24H;40.661806;AVILA;-4,674889;D;Ávila;;;;;;;;;;;1.559;;;;;1.459;;;;;;;;ÁVILA;dm;PETROPRIX;P;0,0;0,0;15042;395;05;08
05600;CARRETERA NACIONAL 110 KM. 335,2;L-D: 07:00-23:00;40.3585;BARCO DE AVILA (EL);-5,516528;D;Barco de Ávila (El);;;;;;;;;;;1.669;;1.749;;;1.459;;;;1.559;;;;ÁVILA;dm;BELLAVISTA S.L.;P;0,0;0,0;4919;396;05;08
05110;CALLE REAL DE ARRIBA, 71;L-D: 08:00-21:00;40.478194;BARRACO (EL);-4,646944;I;Barraco (El);;;;;;;;;;;1.699;;1.829;;;1.669;;;;;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;5533;397;05;08
05110;CARRETERA N-403 KM. 102;"L-V: 07:30-21:00; S-D: 08:00-21:00";40.450944;BARRACO (EL);-4,582111;D;Barraco (El);;;;;;;;;;;1.699;;1.819;;;1.669;;;;1.799;;;;ÁVILA;dm;MOEVE ;P;0,0;0,0;4907;397;05;08
05290;CARRETERA CL 507 KM 3.200 KM. 3200;"L-V: 07:00-19:50; S: 08:00-14:00; D: 09:00-14:00";40.886444;BLASCOSANCHO;-4,615028;I;Blascosancho;;;;;;;1.789;;;;1.679;;;;;1.539;;;;;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;5052;407;05;08
05113;CR AV-902, 1,2 (AV-902 km 1,7);L-D: 08:00-20:30;40.411778;BURGOHONDO;-4,774750;I;Burgohondo;;;;;;;;;;;1.719;1.599;1.849;;;1.669;;;;;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;5051;413;05;08
05480;AVENIDA AVIACIÓN ESPAÑOLA, 47;L-D: 07:00-22:00;40.154556;CANDELEDA;-5,245833;I;Candeleda;;;;;;;;;;;1.749;1.459;1.799;;;1.599;;;;1.719;;;;ÁVILA;dm;CEPSA;P;0,0;0,0;4988;419;05;08
05480;CR  AV-910 P.K. 1,910;L-D: 07:00-23:00;40.139583;CANDELEDA;-5,232083;D;Candeleda;;;;;;;;;;;1.759;;1.859;;;1.599;;;;;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;7968;419;05;08
05480;C-501 km 8,6;L-D: 07:00-23:00;40.147556;CANDELEDA;-5,339722;D;Candeleda;;;;;;;;;;;1.759;1.499;;;;1.589;;;;1.739;;;;ÁVILA;dm;CEPSA;P;0,0;0,0;5065;419;05;08
05260;AV-512 km 0,750;L-D: 07:00-22:30;40.451778;CEBREROS;-4,467778;I;Cebreros;;;;;;;;;;;1.699;;1.819;;;1.629;;;1.719;;;;;ÁVILA;dm;CEPSA;P;0,0;0,0;5010;428;05;08
05192;CARRETERA SORIA PLASENCIA KM. 261,5;L-D: 07:00-23:00;40.635333;COLILLA (LA);-4,758444;D;Colilla (La);0.79;;;;;;;;;;1.709;1.439;1.769;;;1.599;;;;1.699;;;;ÁVILA;dm;MOEVE;P;0,0;0,0;4990;433;05;08
05300;N-50, AVILA-SALAMANCA km 147,8;L-D: 08:00-22:00;40.854417;CHAHERRERO;-4,972861;D;Crespos;;;;;;;;;;;1.695;;;;;1.53;;;;;;;;ÁVILA;dm;HERMANOS CRUZ (REPOSTAR);P;0,0;0,0;4905;437;05;08
05296;CR A-6, 118,5;L-D: 07:00-23:00;41.010083;ESPINOSA DE LOS CABALLEROS;-4,664472;D;Espinosa de los Caballeros;;;;;;;1.819;;;1.099;1.709;;;;;1.545;;;;1.705;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;6058;442;05;08
05310;SALVADIOS-ALDEASECA km 10;L-S: 08:00-15:00 y 17:00-20:00;40.930639;FONTIVEROS;-4,969306;I;Fontiveros;;;;;;;;;;;1.599;;1.639;;;1.529;;;;;;;;ÁVILA;dm;SAN JUAN DE LA CRUZ;P;0,0;0,0;9328;444;05;08
05164;CARRETERA AV-804 KM. 21;"L-V: 07:00-22:00; S-D: 08:00-22:00";40.854861;HERNANSANCHO;-4,730861;D;Hernansancho;0.799;;;;;;;;;;1.689;1.449;;;;1.589;;;;;;;;ÁVILA;dm;VALCARCE;P;0,0;0,0;14470;461;05;08
05250;CARRETERA CEBREROS KM. 6,18;L-D: 24H;40.497806;HOYO DE PINARES (EL);-4,427083;I;Hoyo de Pinares (El);;;;;;;;;;;1.659;;1.749;;;1.589;;;;1.731;;;;ÁVILA;dm;BP;P;0,0;0,0;6063;469;05;08
05220;CAMINO BAJORRO, S/N;L-D: 24H;41.096972;MADRIGAL ALTAS TORRES;-4,990528;D;Madrigal de las Altas Torres;;;;;;;;;;;1.519;1.219;;;;;;;;;;;;ÁVILA;dm;AN ENERGETICOS - MADRIGAL;P;0,0;0,0;13508;481;05;08
05220;CARRETERA CR C610 KM. 26,2;"L-S: 07:00-22:00; D: 08:00-14:00";41.092972;MADRIGAL ALTAS TORRES;-5,000000;I;Madrigal de las Altas Torres;0.899;;;;;;;;;;1.719;1.359;1.779;;;1.589;;;;1.709;;;;ÁVILA;dm;F.COCA P. S.L.;P;0,0;0,0;5990;481;05;08
05280;N-403 km 148,5;L-V: 08:00-14:00;40.750389;MINGORRIA;-4,663000;D;Mingorría;;;;;;;;;;;1.729;1.39;;;;1.559;;;;;;;;ÁVILA;dm;MINGORRIA;P;0,0;0,0;8065;495;05;08
05410;CALLE MAYOR, 56;L-D: 06:00-22:00;40.263972;MOMBELTRAN;-5,014611;I;Mombeltrán;;;;;;;;;;;1.739;;1.869;;;1.679;;;;;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;6044;499;05;08
05540;CARRETERA N-110 SORIA-PLASENCIA KM. 284;"L-V: 07:00-22:00; S-D: 08:00-22:00";40.580417;MUÑANA;-5,014111;D;Muñana;;;;;;;;;;;1.699;;1.799;;;1.569;;;;1.719;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;5531;502;05;08
05540;CARRETERA AVILA PLASENCIA KM. 286;L-D: 24H;40.575056;MUÑANA;-5,034083;I;Muñana;;;;;;;;;;;1.599;;;;;1.579;;;;1.699;;;;ÁVILA;dm;"E.S ""EL CARRASCAL""";P;0,0;0,0;11237;502;05;08
05145;CR AV-110, 29  D;L-D: 08:30-21:30;40.705694;MUÑICO;-5,019667;D;Muñico;;;;;;;;;;;1.759;;1.829;;;1.679;;;;;;;;ÁVILA;dm;PETRONOR;P;0,0;0,0;5543;503;05;08
05309;AUTOVIA A 50 KM. 30,3;L-D: 24H;40.829389;MUÑOGRANDE;-4,936889;D;Muñogrande;;;;;;;;;;;1.719;;1.786;;;1.629;;;;1.729;;;;ÁVILA;OM;MOEVE;P;0,0;0,0;12458;505;05;08
05240;CL-505 km 63;L-D: 07:00-21:00;40.58525;NAVALPERAL DE PINARES;-4,410556;I;Navalperal de Pinares;;;;;;;;;;;1.749;1.599;1.849;;;1.629;1.729;;;;;;;ÁVILA;dm;CEPSA;P;0,0;0,0;4994;525;05;08
05100;CARRETERA SAN JUAN KM. 1;L-D: 07:30-23:00;40.413417;NAVALUENGA;-4,708444;D;Navaluenga;;;;;;;;;;;1.659;;;;;1.559;;;;;;;;ÁVILA;dm;AUTOSERVICIO;P;0,0;0,0;13018;527;05;08
05100;CARRETERA MADRID KM. 8,000;L-D: 24H;40.413722;NAVALUENGA;-4,695694;D;Navaluenga;;;;;;;;;;;1.659;;;;;1.579;;;;;;;;ÁVILA;dm;GOEXPRESS;P;0,0;0,0;14145;527;05;08
05635;CALLE BONAL, S/N;L: 08:00-21:00;40.35975;NAVARREDONDA DE GREDOS;-5,133889;D;Navarredonda de Gredos;;;;;;;;;;;1.649;;1.799;;;1.519;;;;1.679;;;;ÁVILA;dm;E.S GREDOS;P;0,0;0,0;4914;529;05;08
05120;CARRETERA BARCO KM. 34;L-D: 08:00-20:00;40.454028;NAVARREDONDILLA;-4,823306;D;Navarredondilla;;;;;;;;;;;1.699;;1.829;;;1.669;;;;;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;5529;530;05;08
05230;POLIGONO AVDA PARALELA, ;"L-V: 06:00-22:00; S-D: 07:00-22:00";40.595167;NAVAS DEL MARQUES (LAS);-4,333028;D;Navas del Marqués (Las);;;;;;;1.825;;;;1.715;;;;;1.575;;;;1.735;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;5073;532;05;08
05296;AUTOVIA A-6 KM. 117;L-D: 07:00-23:00;40.998222;ORBITA;-4,658639;I;Orbita;;;;;;;;;;;1.709;;1.809;;;1.545;;;;1.705;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;5075;538;05;08
05215;AUTOVIA NOROESTE A-6 KM. 135,500;L-D: 24H;41.132361;PALACIOS DE GODA;-4,777583;I;Palacios de Goda;1.0;;;;;;;;;;1.729;;1.799;;;1.584;;;;1.739;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;10827;542;05;08
05470;CR C-501 106,3;L-D: 07:00-22:00;40.227139;PEDRO BERNARDO;-4,886667;D;Pedro Bernardo;;;;;;;1.859;;;;1.729;;;;;1.639;;;;1.799;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;5068;546;05;08
05500;C/ EXTRAMUROS - 6 (TRAVESIA CN - 110);L-D: 07:00-23:00;40.465194;PIEDRAHITA;-5,325556;D;Piedrahíta;;;;;;;;;;;1.669;1.409;1.769;;;1.535;;;;1.695;;;;ÁVILA;dm;REPSOL;P;0,0;0,0;9432;550;05;08
05500;CALLE EXTRAMUROS, S/N;L-D: 07:30-21:30;40.466083;PIEDRAHITA;-5,326889;I;Piedrahíta;;;;;;;;;;;1.679;;1.779;;;1.545;;;;;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;9434;550;05;08
05350;CALLE CALZADA, S/N;"L-S: 07:00-23:00; D: 08:00-22:00";40.802917;SAN PEDRO DEL ARROYO;-4,873278;I;San Pedro del Arroyo;1.049;;;;;;;;;;1.719;1.279;1.779;;;1.629;;;;;;;;ÁVILA;dm;PETRONOR;P;0,0;0,0;5981;581;05;08
05350;CALLE CALZADA, S/N;"L-S: 07:00-23:00; D: 08:00-22:00";40.803111;SAN PEDRO DEL ARROYO;-4,873083;D;San Pedro del Arroyo;1.049;;;;;;;;;;1.719;1.279;1.779;;;1.629;;;;;;;;ÁVILA;dm;PETRONOR;P;0,0;0,0;5980;581;05;08
05290;N-VI km 101,3;L-D: 24H;40.876056;SANCHIDRIAN;-4,572917;I;Sanchidrián;;;;;;;;;;;1.569;;;;;1.469;;;;;;;;ÁVILA;dm;REPOSTAR;P;0,0;0,0;5015;583;05;08
05580;CARRETERA N-110 KM. 327,600;L-M: 07:00-22:30;40.394611;SANTA M DE LOS CABALLEROS;-5,439861;I;Santa María de los Caballeros;;;;;;;;;;;1.729;1.529;1.879;;;1.639;;;;;;;;ÁVILA;dm;CEPSA;P;0,0;0,0;5018;587;05;08
05130;CARRETERA N-502 KM. 21,200;L-D: 07:00-23:00;40.55325;SOLOSANCHO;-4,909028;D;Solosancho;;;;;;;;;;;1.679;;1.779;;;1.545;;;;1.705;;;;ÁVILA;OM;REPSOL;P;0,0;0,0;12078;602;05;08
05420;CALLE DOCTOR DIAZ PALACIOS, S,N;L-D: 05:00-23:00;40.293194;SOTILLO DE LA ADRADA;-4,579417;I;Sotillo de la Adrada;;;;;;;;;;;1.719;;1.786;;;1.629;;;;1.669;;;;ÁVILA;dm;MOEVE;P;0,0;0,0;4998;604;05;08
05270;CARRETERA CTRA. N-403-A KM. KM 90;L-D: 06:00-22:00;40.409667;TIEMBLO (EL);-4,493583;N;Tiemblo (El);;;;;;;;;;;1.639;;;;;1.579;;;;1.669;;;;ÁVILA;dm;Q8;P;0,0;0,0;4972;605;05;08
05540;CARRETERA N110 KM. 280;L-D: 24H;40.592361;TORRE (LA);-4,966528;D;Torre (La);;;;;;;;;;;1.599;;1.639;;;1.499;;;;;;;;ÁVILA;dm;GASLOWCOST;P;0,0;0,0;13622;610;05;08
05292;CARRETERA N-403 AVILA - VALLADOLID KM. 22,500;L: 07:00-21:30;40.843028;VELAYOS;-4,629861;D;Velayos;;;;;;;;;;;1.699;;1.829;;;1.599;;;;1.759;;;;ÁVILA;dm;BP;P;0,0;0,0;5973;616;05;08
05212;CARRETERA C-605 KM. 72;L-D: 07:00-23:00;41.042333;VILLANUEVA DEL ACERAL;-4,849111;I;Villanueva del Aceral;0.99;;;;;;;;;;1.749;;1.809;;;1.619;;;;;;;;ÁVILA;dm;LAS CORREHUELAS, S.L;P;0,0;0,0;4927;621;05;08
09219;AUTOPISTA AP-1 (MRG.DCHO.) KM. 63,5;L-D: 24H;42.650611;AMEYUGO;-3,069667;D;Ameyugo;;;;;;;;;;1.029;1.669;;1.769;;;1.609;;;;1.693;;;;BURGOS;OM;MOEVE;P;0,0;0,0;4984;1183;09;08
09219;AUTOPISTA AP-1 (MRG.IZDO.) KM. 63,5;L-D: 24H;42.651972;AMEYUGO;-3,068028;I;Ameyugo;;;;;;;;;;1.029;1.669;;1.769;;;1.609;;;;1.693;;;;BURGOS;OM;MOEVE;P;0,0;0,0;4983;1183;09;08
09400;CALLE BEMPOSTA R-97, 97;"L-V: 07:00-21:00; S: 07:00-23:00";41.67025;ARANDA DE DUERO;-3,707139;I;Aranda de Duero;;;;;;;;;;;1.639;;1.739;;;1.569;1.623;;;;;;;BURGOS;OM;CEPSA;P;0,0;0,0;4736;1185;09;08
09400;AVENIDA LUIS MATEOS  EN  ARANDA DE DUERO, 106;L-D: 24H;41.665556;ARANDA DE DUERO;-3,710611;D;Aranda de Duero;;;;;;;;;;;1.519;;;;;1.488;;;;;;;;BURGOS;dm;PETROPRIX;P;0,0;0,0;14458;1185;09;08
09400;AVENIDA CASTILLA, 64;L-D: 24H;41.662583;ARANDA DE DUERO;-3,691861;D;Aranda de Duero;;;;;;;1.765;;;1.105;1.665;;;;;1.605;;;;1.705;;;;BURGOS;OM;REPSOL;P;0,0;0,0;6038;1185;09;08
09400;AVENIDA PORTUGAL, 13;L: 09:00-22:00;41.665667;ARANDA DE DUERO;-3,733361;D;Aranda de Duero;;;;;;;;;;;1.709;;;;;;;;;;;;;BURGOS;dm;NO TIENE;P;0,0;0,0;12039;1185;09;08
09400;AVENIDA PORTUGAL, 21;L-D: 24H;41.666333;ARANDA DE DUERO;-3,725417;I;Aranda de Duero;0.785;;;;;;;;;;1.559;;;;;1.499;;;;;;;;BURGOS;dm;GASOLEOS ARANDA;P;0,0;0,0;11831;1185;09;08
09400;CALLE VENDIMIA  EN  ARANDA DE DUERO, 2;L-D: 07:00-23:00;41.654139;ARANDA DE DUERO;-3,699583;D;Aranda de Duero;;;;;;;;1.459;1.399;;;;;;;;;;;;;;;BURGOS;dm;MOLGAS;P;0,0;0,0;14741;1185;09;08
09400;CARRETERA LA AGUILERA KM. 0;L-D: 06:00-00:00;41.677056;ARANDA DE DUERO;-3,691944;N;Aranda de Duero;;;;;;;;;;;1.519;;;;;1.488;;;;1.649;;;;BURGOS;dm;ALCAMPO;P;0,0;0,0;4969;1185;09;08
09400;CARRETERA CL 603 KM. 0;L: 24H;41.639778;ARANDA DE DUERO;-3,693444;I;Aranda de Duero;0.75;;;;;;;;;;1.528;;;;;1.498;;;;;;;;BURGOS;dm;BUQUERIN;P;0,0;0,0;16060;1185;09;08
09400;CARRETERA NACIONAL I KM. 160,3;L-D: 24H;41.686861;ARANDA DE DUERO;-3,684861;D;Aranda de Duero;;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;14172;1185;09;08
09400;AVENIDA LUIS MATEOS, 84;L-D: 06:00-22:00;41.665194;ARANDA DE DUERO;-3,705444;D;Aranda de Duero;0.85;;;;;;;;;;1.559;;1.619;;;1.529;;;;;;;;BURGOS;dm;MOEVE;P;0,0;0,0;6075;1185;09;08
09400;CALLE VENDIMIA  EN  ARANDA DE DUERO, 2;L-D: 05:00-23:00;41.653917;ARANDA DE DUERO;-3,700472;D;Aranda de Duero;0.799;;;;;;;;;;1.589;1.459;1.699;;;1.529;;;;1.659;;;;BURGOS;dm;VALCARCE;P;0,0;0,0;14632;1185;09;08
09400;CALLE SAN FRANCISCO, 39;L-D: 24H;41.674944;ARANDA DE DUERO;-3,686000;D;Aranda de Duero;;;;;;;;;;;1.625;;1.715;;;1.579;;;;1.719;;;;BURGOS;OM;BP ARANDA DE DUERO;P;0,0;0,0;5070;1185;09;08
09400;AVENIDA PORTUGAL, 53;L-D: 24H;41.667972;ARANDA DE DUERO;-3,711778;D;Aranda de Duero;;;;;;;;;;;1.579;;;;;;;;;;;;;BURGOS;dm;DGV;P;0,0;0,0;13049;1185;09;08
09400;AVENIDA PORTUGAL, 82;L-D: 24H;41.666444;ARANDA DE DUERO;-3,727861;D;Aranda de Duero;0.6;;;;;;;;;;1.529;1.099;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;13238;1185;09;08
09195;CARRETERA ALBILLOS KM. 0,2;L-D: 24H;42.275306;ARCOS;-3,763167;D;Arcos;0.966;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;NORPETROL ARCOS;P;0,0;0,0;12551;1190;09;08
09119;AUTOVIA A-62 KM. 40;L-S: 08:00-21:00;42.177028;BALBASES (LOS);-4,060028;D;Balbases (Los);;;;;;;;;;;1.649;;1.704;;;1.534;1.584;;;;;;;BURGOS;OM;GALP;P;0,0;0,0;11228;1199;09;08
09126;CARRETERA N-627, BURGOS-AGUILAR DE CAMPOO KM. 51,550;L-D: 08:00-22:00;42.693778;BASCONCILLOS DEL TOZO;-3,980611;D;Basconcillos del Tozo;;;;;;;;;;;1.668;;1.748;;;1.618;;;;1.738;;;;BURGOS;dm;REPSOL;P;0,0;0,0;5069;1208;09;08
09250;CARRETERA N-120 KM. 68,3;L-D: 07:00-22:00;42.417333;BELORADO;-3,207111;I;Belorado;0.88;;;;;;1.738;;;;1.638;1.338;;;;1.598;;;;1.698;;;;BURGOS;dm;REPSOL;P;0,0;0,0;5548;1211;09;08
09511;CR N-625, 337;"L-J: 08:00-20:00; V-D: 08:00-21:00";42.911833;BERBERANA;-3,061333;I;Berberana;;;;;;;;;;;1.548;1.248;;;;1.468;;;;1.568;;;;BURGOS;dm;E.S.FERREIRA;P;0,0;0,0;6045;1212;09;08
09240;AUTOPISTA AP-1 (MRG.DCHO.) KM. 35,5;L-D: 24H;42.526028;BRIVIESCA;-3,334111;D;Briviesca;;;;;;;;;;1.029;1.669;;1.769;;;1.609;;;;1.693;;;;BURGOS;OM;MOEVE;P;0,0;0,0;4989;1217;09;08
09240;AUTOPISTA AP-1 (MRG.IZDO.) KM. 35,5;L-D: 24H;42.528861;BRIVIESCA;-3,332083;I;Briviesca;;;;;;;;;;1.029;1.669;;1.769;;;1.609;;;;1.693;;;;BURGOS;OM;MOEVE;P;0,0;0,0;4991;1217;09;08
09240;CARRETERA BELORADO BU-710 km 1;L-D: 24H;42.536278;BRIVIESCA;-3,312889;I;Briviesca;0.966;;;;;;;;;;1.598;1.25;;;;;;;;;;;;BURGOS;dm;NORPETROL LOS CARROS;P;0,0;0,0;9431;1217;09;08
09240;CARRETERA BELORADO KM. BU-710 KM 0,5;L-D: 24H;42.535722;BRIVIESCA;-3,314917;D;Briviesca;0.966;;;;;;;;;;1.579;;;;;1.519;;;;;;;;BURGOS;dm;NORPETROL LOS CARROS 2;P;0,0;0,0;13946;1217;09;08
